NAME,ADDRESS,AGE,SUB_MONTHS,MONTHLY_PAYMENT,USAGE_FEQ,STFT,CHURN
Mark Lopez,00285 Hester Brook_Kristinbury  KS 39513,51,70,42.9,16,3,False
Sarah Holmes,532 Steven Union_Nicholasville  ID 48972,56,44,69.14,5,1,True
Kelly Romero,USCGC Kirby_FPO AA 77066,37,7,65.89,8,2,True
April Blankenship,85047 Thomas Circles Apt. 700_Port Graceland  ID 19456,30,79,29.97,9,4,True
Troy Smith,6155 Leslie Island Apt. 834_South Albertton  NC 70675,37,68,41.8,25,3,False
Dr. Erika Page MD,742 Kelsey Ridges_Carrilloview  HI 92733,57,89,42.88,18,2,False
Frank Harrington,205 Melissa Extension Suite 377_Matthewshire  AK 19481,55,20,51.45,26,2,False
Daniel Anderson,86239 Douglas Plaza Apt. 804_New Joseph  VT 71042,34,41,60.05,15,3,False
Deborah Anderson,420 Hansen Run Suite 796_East Brandonmouth  GA 88511,48,75,57.79,20,5,False
Peter Hayes,128 Jessica Gardens Suite 903_East Theresaside  IL 28268,42,117,53.18,1,4,False
Alexander Clark,29769 Heather Mountains_Trevorstad  FL 00643,60,89,19.54,10,4,False
Gabriela Long,5542 Henry Squares Apt. 952_Ayalastad  FL 25344,56,55,39.44,4,2,False
Mr. John Miller MD,03001 Luis Ford Suite 420_Briantown  ME 70985,52,40,98.16,28,3,True
Steven Doyle,33640 Kemp Camp_Port Monica  UT 35590,26,115,94.75,19,2,False
Patricia Burns,0164 Rivera Hollow Suite 791_Markfort  NJ 61318,44,49,26.08,30,2,True
Rachel Harris,831 Richardson Fields Suite 019_East Johnshire  VT 90830,54,46,39.94,10,3,False
Ronald Russell,453 Carla Crossroad Suite 371_West Jonathanberg  LA 12366,25,13,14.03,27,3,False
Joshua Thompson,920 Whitaker Flat_Port Amy  FM 63082,34,69,51.9,5,5,False
Ashley Jones,7386 Derek Road_New Cameronburgh  IL 13706,25,47,68.34,16,2,False
Jay Edwards,061 Porter Lights_Campbellshire  CT 66944,36,117,35.35,12,3,True
Micheal Blankenship,PSC 6365  Box 9701_APO AE 59031,20,25,65.61,8,1,False
Jasmine Swanson,287 Debra Mountain Apt. 553_West Toddberg  MA 05486,28,36,80.73,19,1,False
Brenda Butler,Unit 9458 Box 5874_DPO AA 49685,34,46,56.8,3,4,False
Brittney Salazar,18014 Jacob Ports_Bellborough  AS 70794,23,44,35.5,28,2,True
Vincent Cox,58362 Miranda Falls_South Candice  WY 74183,54,105,41.01,28,2,True
Jordan Blackburn,265 Delacruz Dam Suite 154_Gonzalesburgh  FM 01466,50,15,17.7,29,4,False
Valerie Peters,59253 Walton Locks Suite 147_East Melissachester  IL 20268,60,98,20.66,17,3,False
Natasha Rodriguez,6044 Holly Harbors_Rogerberg  HI 09709,58,72,12.37,19,2,False
Erika Branch,1228 Joshua Well_Port Christopher  KS 78841,41,58,43.72,21,3,False
Julie Weber,995 Gomez Parks_Lyonsmouth  MA 14406,47,63,46.68,13,4,True
Steven Brooks,7473 Chad Cliffs Suite 693_Carolynland  RI 77940,60,61,27.99,15,4,False
Mikayla Parker,Unit 3871 Box 1781_DPO AP 30821,25,98,56.34,16,2,False
Caitlin Johnston,86755 Fox Neck Apt. 294_Dustinmouth  NC 00541,30,120,45.72,25,2,False
Brooke Lee,64132 Tiffany Overpass Apt. 927_Jasonmouth  LA 18477,59,93,85.62,2,1,True
Elizabeth Hammond,PSC 4504  Box 5691_APO AP 70756,46,98,81.68,25,4,False
Kathleen Johnson,682 Rose Cliffs_Daisytown  NJ 09364,38,32,96.3,23,3,False
Elizabeth Ward,USNV Kelly_FPO AA 18499,39,85,69.71,23,1,False
Jade Mcpherson,Unit 6136 Box 0796_DPO AE 04198,46,99,46.5,12,4,True
Ronald Davis,5489 Linda Stream Apt. 851_South Oliviamouth  PA 39326,28,81,76.36,12,5,False
James Lloyd,98971 Maria Stravenue Suite 940_West Dylantown  MH 24670,57,74,36.0,23,1,False
Kenneth Johnson,1557 Kyle Lock Apt. 170_New Margaretfort  CO 41371,30,53,47.84,5,3,False
Jacob Mooney,839 Long Dam Apt. 490_Brownville  IL 73113,29,97,89.21,19,1,False
Albert Evans,52217 Joshua Spur_Reyesstad  WV 82093,43,11,77.73,10,1,True
April Morgan,38771 Norris Stream Apt. 791_Lake Peter  GA 10409,29,12,65.8,23,3,False
Benjamin Stevens,59544 Perez Stravenue Suite 365_North William  NJ 89423,54,87,13.71,2,1,False
Christina Sims,3918 Rhodes Flats Apt. 540_Port Lisashire  HI 82206,48,33,24.11,1,4,True
Bailey George,1918 Brandon Orchard Apt. 239_North Jonathanborough  CT 73639,55,30,23.26,26,3,False
Susan Rodriguez,716 Mack Island_New Mary  VA 05548,50,92,65.9,21,2,False
Cynthia Flores,4184 Derek Circles Suite 390_East Alexandershire  VI 63582,20,103,45.05,30,1,True
Amanda Miller,91241 Michael Fork_Davishaven  NE 61042,47,45,42.87,21,5,False
Jesse Elliott,635 Kelly Summit Suite 624_Johnsonhaven  MH 13427,59,38,91.33,23,2,False
Barry Smith,19522 Williams Stravenue Apt. 548_Mollyfurt  WY 99881,41,87,27.65,11,3,False
Theodore Johnson,5997 Phillips Drive_Port Stephenland  SC 59976,48,109,75.47,8,2,False
Daniel Ortiz,63227 Mcpherson Spurs_Lake Jacobport  DE 24700,23,34,92.4,4,5,False
Brian Green,29520 Nunez Plain_New William  MT 75919,28,57,71.83,1,2,False
Cynthia Butler,09466 Maria Fords_Sandraside  RI 24945,22,71,91.88,24,4,False
Fred Hill,03153 Gates Tunnel_Taylorfurt  VT 06793,45,99,60.05,2,4,False
Jessica Hoover,1853 Morgan Brook_Lake Robert  NV 97460,53,99,47.04,15,5,False
James Patrick,Unit 1193 Box 2124_DPO AP 58706,30,80,57.87,6,2,True
Joseph Mitchell,224 Tanner Plaza Apt. 529_West Suzanneshire  NV 95443,43,66,95.52,26,2,False
Tyler Clements,3517 Berry Springs Apt. 918_Lake Heatherton  IL 48655,41,27,25.37,18,1,False
Michael Guzman,3783 Francis Via_Garrettview  MD 18529,31,55,45.6,5,3,False
James Perez,069 Laurie Ford_Danielchester  SD 21305,25,104,61.94,4,1,False
Kenneth Meyers,696 Lang Mews_Ericville  MN 13966,20,14,78.67,28,3,False
Paul Campbell,98098 Dennis Lodge_Lake Robert  MS 27199,45,92,18.02,21,4,False
Rhonda Krueger,66514 Johnson Corners Suite 728_North Robertton  FM 53384,53,34,85.17,19,4,False
Krista Ryan,631 Sanchez Locks Apt. 622_Lopezmouth  IL 48555,19,70,43.77,15,1,False
Teresa Hill,407 Jonathan Mountain_North Diana  MT 50288,56,63,64.05,2,5,True
Mark Brown MD,907 Lisa Trail_Lake Carol  MT 10321,52,49,96.74,26,1,True
Jill Bird,PSC 4598  Box 1396_APO AP 52406,31,16,80.42,7,2,False
Thomas Vaughn,8995 Young Island_New Graceview  KY 54629,56,10,96.52,12,4,False
Jennifer White,0651 Nichols Street_South Sandraborough  NV 51793,40,33,23.94,6,5,False
Robert Bond,PSC 4231  Box 8851_APO AA 27239,44,79,16.72,7,3,False
Jeffrey Combs,623 Cox Brook Apt. 555_West Jennifer  MD 39511,39,109,18.44,21,1,True
Chelsea Rogers,934 Michelle Overpass_New Josephland  IL 67474,55,13,75.85,11,5,False
Sherry Miller,4295 Harris Bridge Suite 381_Port Kathrynview  WY 19530,57,46,98.38,23,2,True
Amanda Shaffer,5845 Lee Pike Apt. 435_New Danielland  MD 66006,51,52,44.25,26,2,False
Isabel Robinson,0510 Green Brook_Kimberlyfurt  AL 00914,55,30,94.4,18,3,False
Keith Torres,41901 Taylor Prairie Suite 732_Joshuaton  WY 56943,28,76,56.98,23,3,False
Grace Maxwell,956 Adam Fork_Williamsfort  VI 36113,49,88,55.79,6,4,True
Dr. Ronald Park,7415 Gutierrez Gardens Suite 181_Washingtonchester  MO 89717,41,45,60.52,16,2,False
Richard Montgomery,28857 Eric Walk Apt. 438_West Kellymouth  PA 02036,43,75,54.83,5,2,False
Randy Harris,424 Robinson Curve_Jamesland  VT 89103,59,97,67.95,25,2,True
James Gallagher,494 Andrews Common_South Meganborough  NH 40591,40,31,40.82,12,1,False
Kimberly Cooper,665 Chase Lock_East Charlotte  OH 36539,29,47,88.66,27,3,False
Jennifer Ramos,90679 Melissa Street_Joseside  IL 34007,40,40,69.48,17,2,False
Samuel Evans,564 Snow Springs_Johnsonland  CO 30269,59,113,25.79,25,2,True
Amanda Mitchell,687 Hancock Wall Suite 557_Hinesbury  IN 29153,34,119,59.07,8,1,False
Hannah Knox,7535 Jennifer Dale_New Jessicachester  ME 53378,25,89,36.57,20,4,False
Mario Stone,97862 Kathy Groves Suite 234_Cruzberg  KY 59368,49,48,80.52,18,3,True
Michael Montoya,0452 Kari Stravenue Suite 432_Port Gabriel  FM 76255,44,4,39.25,13,1,False
Kimberly White,71687 Nguyen Village_New Chelseamouth  UT 12241,48,107,12.17,16,1,True
Samantha Gaines,2446 Alexandra Roads_Lake Lisaport  NJ 86397,21,120,71.18,10,1,False
Austin Young,Unit 9890 Box 3411_DPO AA 26369,52,109,54.09,25,1,False
Karen King,024 Abbott Fields Suite 726_Elliotthaven  MI 10470,58,49,35.06,2,3,False
Mark Alexander,5342 Amy Isle_West Aprilfurt  ME 04237,20,61,95.4,28,1,False
William Hunt,4149 Kelsey Brooks Apt. 245_Michellestad  VI 52893,41,21,35.6,15,1,False
Sarah Castillo,11251 Gutierrez Forest Suite 599_Lake Michael  DE 38417,42,90,10.23,9,3,False
Nicholas Noble,177 Angela Grove Apt. 660_Kimberlybury  ME 05981,55,71,26.19,10,4,True
Gregory Lopez,4742 Lambert Corner_Julieton  CT 15846,42,87,94.91,16,3,True
Bradley Vasquez,823 Andrew Street Apt. 234_Port Stacey  MD 92732,29,116,40.73,15,4,False
Danielle Gordon,26551 Nielsen Viaduct Suite 635_Crawfordland  HI 17655,49,95,82.43,17,3,False
Fernando Farmer,005 Suzanne Ranch Apt. 834_Port Jennifer  MT 77725,59,5,62.36,16,4,False
Matthew Jones,4022 Molly Route_West Rhonda  NJ 32389,28,85,10.21,26,3,True
James Holden,228 Mckenzie Radial Suite 059_Lake Meganside  TN 39439,40,45,74.16,4,1,False
Julian Smith,USCGC Perkins_FPO AE 08102,53,77,52.0,19,3,False
Stephanie Fernandez,295 Vanessa Grove Apt. 471_Heathshire  NC 14542,53,58,26.22,21,2,False
Allen Sanders,73981 Baker Roads Suite 237_Lake David  OR 67469,46,9,64.02,13,3,False
Sandra Garcia,Unit 1931 Box 9885_DPO AP 71610,21,28,42.58,2,4,False
Barry Blackburn,33937 Simmons Expressway_East Thomas  AZ 65465,21,82,20.66,18,1,True
Melinda Wise,181 Hernandez Squares_Port Benjamin  CT 33180,54,2,61.3,17,1,True
David Brown,Unit 8328 Box 6800_DPO AP 63101,60,62,71.3,4,4,False
Stacy Fields,3161 Charles Union_Carterstad  AL 58048,46,6,76.42,23,3,False
Matthew Evans,56088 Spencer Prairie Apt. 942_Port Mark  OH 55019,44,83,61.54,12,3,True
Olivia Miller MD,913 Jacob Alley_New Brendastad  AZ 39716,48,67,63.37,19,1,False
Ian Mcintyre,0590 Mendoza Villages Suite 955_New Jessica  FL 72437,48,89,40.01,25,2,False
Lydia Fitzgerald,7079 Ochoa Throughway Suite 748_North William  NE 62793,52,105,27.91,25,5,False
Christopher Martin,797 Daniel Trafficway_Brownport  ND 85259,54,50,14.51,30,1,False
Shelby Beard,USNV Short_FPO AP 16527,59,106,54.42,29,5,False
Kathleen Mcconnell,19484 Dougherty Cape Suite 398_Traceyburgh  NJ 39341,59,111,48.9,27,3,True
Andrea Sanchez,PSC 8593  Box 9539_APO AP 54861,23,92,62.41,15,4,False
Kenneth Nielsen,73100 Callahan Plaza Apt. 251_East Victoriaberg  DC 24474,49,57,40.15,4,3,False
Kevin Velez,2746 Allison Rest_Sheliabury  WV 50593,29,1,94.13,7,2,False
Shane Long,3519 Jones Drives_Marquezfurt  AR 07555,41,110,25.49,12,5,False
William Butler,1665 Lori Estates Apt. 177_Tinashire  NY 94568,32,47,50.5,9,3,True
Tara Herman,110 Jefferson Roads Apt. 924_South Martin  UT 87627,60,36,11.95,25,4,False
Jacqueline Smith,99599 Brett Terrace Suite 867_Port Christinafurt  GU 96850,30,5,67.99,26,1,True
William Gonzalez,581 Kline Centers_Lewisview  FM 50347,44,76,76.16,7,1,True
Joseph Williams,160 Conner Avenue Apt. 737_Mitchellbury  AL 32489,23,104,42.78,24,2,False
David Lee,01086 Harris Heights_Julieland  IN 71360,25,61,10.33,9,2,True
Latoya Davis,7469 Richmond Mews Apt. 119_Meaganville  GA 38364,58,60,74.17,7,1,False
Amanda Leonard,6580 Walters Forest Apt. 185_Port Samuel  ME 44266,43,91,62.21,5,2,False
Timothy Scott,6641 Barbara Cliffs_Bartlettbury  SD 27246,47,61,20.72,10,5,False
John Tran,530 Carr Oval Suite 925_Frederickshire  AZ 57536,25,32,11.49,26,4,True
Lisa Simpson,3924 Susan Valley_Mcgeebury  SD 48345,28,89,83.43,1,1,False
Charles Curry,USNS Miller_FPO AP 60213,34,56,71.33,10,1,True
Edwin Jordan,0011 Todd Gardens_Lake Travisshire  AK 84071,32,2,75.92,20,3,False
Roberto Martin,91765 Sparks Way Suite 979_West Davidstad  NC 63440,23,72,46.17,25,4,False
Jennifer Chapman,6143 Margaret Groves Apt. 824_West Taraburgh  CO 66565,30,87,74.62,9,4,False
Donald Johnson,393 Mcdonald Estate_South Davidfurt  GA 90920,40,88,59.27,5,2,False
Amanda Gonzalez,47429 Melissa Plains_Leeview  AS 09119,26,97,91.41,17,3,False
Christine Solomon,166 Daniel Springs Suite 396_North James  KY 60606,21,98,44.87,15,4,False
Jennifer Sanchez,83508 Burgess Viaduct Suite 947_Nealstad  RI 76243,54,62,80.26,12,5,False
Rebecca Wright,9971 Richard Inlet Apt. 708_Hansenport  OK 87688,49,37,96.32,20,4,False
Christopher Evans,7955 Castro Coves_Taylorstad  UT 85315,26,78,63.37,26,5,False
Mariah Trevino,3228 Wesley Course Apt. 854_New Heatherborough  UT 77060,55,43,13.59,3,5,False
Brandon Juarez,669 Ashley Land Suite 217_Lake Calvinside  WI 54981,46,31,58.46,6,1,False
Stephanie Sawyer,527 Owen Divide_West Natalieton  TX 51253,22,58,77.55,20,5,False
Katie Adams,61328 Turner Viaduct_Aaronstad  NE 61346,39,113,69.26,19,4,True
John Harper,4061 Jade Corner Suite 771_Josephshire  SD 89884,22,109,84.48,22,5,False
David Sutton,4452 Rice Shore_Robertland  WA 75591,24,83,72.37,23,2,False
Jeffrey Williams,64747 Mitchell Divide Apt. 815_Port Kristenmouth  WY 81643,22,55,51.95,17,3,True
Susan Sosa,884 Jackson Drive Apt. 790_Lake Brianna  SD 38488,41,30,15.38,12,3,False
Mary Chapman,737 Tiffany Forest_Lake Andreabury  MS 27715,51,50,57.48,23,2,False
Nathan Barnett,5837 Kevin Junction Apt. 490_Danfort  WA 18096,53,65,94.96,26,4,False
Joseph Fletcher,56826 Ana Plaza Suite 867_Port Keithside  OK 82497,46,73,89.22,27,5,False
Sarah Gilbert,563 Kimberly Highway Suite 420_Port Jeffrey  FM 52493,23,59,81.31,24,3,False
Jason Spencer,058 Terri Viaduct Suite 976_Marymouth  VT 15460,30,23,12.37,3,5,False
Melissa Maldonado,62218 Brewer Loop Apt. 139_Matthewville  OK 33106,19,72,29.39,19,5,True
Ronald Jenkins,0777 Mathew Squares_New Melissa  SC 71561,55,13,89.56,1,3,False
Megan Maldonado,54928 Bridges Expressway_Butlerbury  NH 62809,55,63,10.66,23,5,False
David Lawson,13748 Louis Ridge_Josephburgh  VT 09250,56,101,91.09,9,4,False
Taylor Taylor,2203 Briana Square_Gillchester  VI 69167,59,11,28.35,2,3,True
Timothy Rivera,26091 Ashley Alley Apt. 369_Bennettview  PA 13093,45,25,61.87,14,5,True
Mary Daniels,68163 Kelly Forge Apt. 601_South Jeremychester  SC 94044,23,1,66.41,21,4,False
Jennifer Moss,5345 Lyons Point_Morganmouth  LA 17931,53,73,66.4,17,3,False
Todd Mendoza,284 Jade Club_Joshuamouth  NV 03136,21,24,66.96,12,3,False
Joshua Olson,000 Dudley Rue Suite 338_West Daniellemouth  UT 55438,56,117,42.47,25,3,False
Chris Peters,488 Stephen Fall Suite 109_East Shannonside  WY 68654,37,64,65.15,4,4,False
Michelle Brooks,6212 Samantha Plaza Apt. 552_North Danielshire  TN 83303,24,26,61.23,5,2,False
Bruce Glover,123 Amy Fort_Lopezside  WV 26397,51,75,10.84,5,3,False
Jorge Bennett,3792 Williams Via_Obrienshire  IA 54833,51,69,89.11,14,5,True
Karen Joseph,80718 Brandon Flat_East Katherine  NV 16963,36,118,52.62,30,5,False
Kevin Stevens,34411 Robert Island Apt. 883_Griffinmouth  WV 76698,52,115,87.61,20,1,False
Patty Rivera,4600 Rodriguez Estate_East Brianfort  NY 61390,35,92,38.6,3,4,False
Kelli Gonzalez,661 Tara Forest Suite 050_Andrewside  ID 23416,20,97,79.34,6,2,False
Lynn Gomez,638 Carr Causeway_Port James  KY 19390,35,115,47.35,5,4,True
Jason Jones,1828 James Bridge_Teresaberg  DE 69191,36,44,47.35,5,4,False
Alexander Brown,55565 Cooper Square Apt. 644_Kathryntown  KS 45591,40,71,11.17,22,3,False
Bridget Underwood,95072 Olivia Neck Suite 757_Charlesville  IA 28740,48,58,63.89,26,1,False
Aaron Fletcher,7629 Brandi Drive Suite 667_North Richard  RI 55418,40,53,39.0,29,1,False
Kyle Mclaughlin,35833 Kevin Corners Suite 460_West Richard  NJ 23864,45,114,43.39,21,3,False
Jacob Archer,4984 Krueger Heights Apt. 044_West Morgan  VI 52752,51,42,65.6,22,3,False
Michael Ballard,4987 Jerome Shore_East Richard  TX 32500,47,50,11.75,12,3,False
Thomas Gonzalez,1289 Rangel Common_South Maryside  CT 51602,32,72,19.81,1,1,False
Rodney Rogers,2913 Michaela Lane_Rayfurt  MA 53346,55,40,18.83,30,1,True
Sara Kelly,450 Kristy Radial_Marytown  MA 88313,57,28,29.62,10,5,False
Joseph Francis,0584 Ian Curve Apt. 498_Sarastad  FL 59516,26,75,98.36,14,5,False
Diane Warren,8283 Lisa Rapids_West Richard  WY 03798,22,59,73.39,2,4,True
Ethan Abbott,USCGC Callahan_FPO AP 13676,47,103,29.63,24,3,True
Taylor Moore MD,654 Jeffrey Way_Brownside  DC 97135,42,73,57.84,30,3,False
Holly Strickland,9989 Brandon Drive_Port Brittanymouth  AL 52344,45,75,99.93,2,2,False
Denise Fisher,Unit 2644 Box 3379_DPO AP 50486,25,16,63.97,5,3,False
Sharon Bell,63543 Paul Lodge Apt. 647_Lake Kathrynberg  TX 08651,31,59,88.17,11,5,False
Robyn Proctor,PSC 4821  Box 9237_APO AE 47343,22,70,32.49,11,3,False
Meredith Marquez,59247 Rebecca Glen_Angelastad  CO 16521,23,53,52.75,15,5,False
James Ware,02108 Clark Branch_South Mariaview  VI 79451,44,113,34.12,12,1,False
Dana Barber,1686 Parker Isle Apt. 090_East Joe  GU 81912,52,37,12.91,21,2,False
Erika Palmer,890 Philip Plaza_Port Matthew  NC 66633,23,82,36.18,3,2,False
Gary Martinez,857 Ronald Causeway Suite 812_Johnsonport  ID 13707,52,111,21.14,2,1,False
Diana Alexander,11080 Wright Mission Suite 152_Adammouth  MN 47145,35,96,92.55,14,1,False
Chris Castillo,338 Katherine Trail Suite 539_Lake Jessica  MO 64568,29,48,16.84,3,2,True
Nancy Ruiz,742 Mccormick Bypass Apt. 510_Andrewburgh  NY 57806,53,49,12.82,2,4,True
Karen Barrett,25025 Joel Mountain Suite 519_Boydborough  ND 23329,23,39,42.95,23,1,False
Dennis Alexander,43785 Cruz Summit_Martinezchester  MT 27656,51,76,15.63,4,1,True
Austin Lewis,53358 Mckenzie Harbor_Coryburgh  MH 74861,56,32,26.21,10,1,True
Laura Valenzuela,2835 Ann Shore Apt. 089_Heathview  ME 19113,36,92,10.41,1,5,False
Crystal Smith,118 Burns Lights_North Heatherfurt  NM 52652,32,92,11.78,21,1,False
Heather Donaldson,Unit 1419 Box 9251_DPO AP 72199,32,12,89.6,16,3,False
Veronica Ford,073 Tina Coves Suite 324_East Kathymouth  SD 44335,48,64,81.83,8,5,False
Stacey Barnes,0085 Moore Springs Suite 004_East Christinafurt  VA 24475,52,117,91.02,3,4,False
Brenda Martinez,306 Wise Hill Apt. 810_Irwinfurt  NY 24765,36,104,21.81,26,1,False
Melvin Smith,01339 Young Island_Hartmanville  AR 32835,23,66,39.71,19,4,False
Nicole Walker,44235 Nichols Road_Stevenmouth  MS 62530,24,28,40.38,16,4,False
Derek Stark,2504 Chad Springs Apt. 608_Lake Josephview  MP 33566,24,49,15.69,28,2,True
Tanya Nelson,82243 Mandy Ranch_Whitneyview  OK 37974,53,53,32.59,24,1,False
David Wilson,2090 Santiago Heights Suite 968_Robertland  NJ 36341,28,24,99.51,6,5,True
Adam Mcpherson,36495 Cheryl Vista_Port Austinberg  WY 48253,46,30,94.78,1,2,False
Leah Hendrix,7652 Chandler Trafficway Apt. 405_Brownchester  DE 49569,54,74,89.9,10,3,False
Diane Mckinney,09482 Armstrong Port Apt. 234_Adamschester  AL 63870,24,13,69.51,26,2,False
Nicholas Harris,218 Stanley Points_South Angela  FM 17478,28,38,28.19,23,4,False
Brittney Davis,33876 Robinson Inlet_West Eric  VT 96541,51,5,33.42,24,4,True
Mr. Michael Willis,8190 Raymond Forge_Littleville  WY 97643,47,59,73.73,24,3,False
Eric Harris,4717 Mason Union Suite 427_Esparzastad  VT 21767,51,13,36.38,24,3,True
Amanda Moreno,Unit 4234 Box 2780_DPO AE 04356,30,35,80.69,8,4,True
David Rivers,986 Smith Station Suite 138_Nicoleland  TX 56286,21,35,46.19,10,1,True
John Reed,083 Jeffrey Village_South Jodi  NM 33552,53,94,23.47,30,3,False
Tracy Allen,Unit 1338 Box 4436_DPO AP 17526,21,9,93.96,20,1,True
Lori West,3365 Matthew Motorway Apt. 641_Lopeztown  IN 58981,44,31,82.91,30,2,False
Aaron Parker,9222 Rivas Ville_Lake Andrewchester  MT 64636,57,25,11.47,3,4,False
Alicia Salas,92550 Chad Land Apt. 920_North Cassandra  MO 83782,58,78,61.58,21,5,False
Christine Atkinson,43947 Maria Haven_South Eugeneview  WV 80451,30,58,15.42,26,2,False
Tammy Ramirez,493 Smith Stream Suite 994_Jennifermouth  NE 18428,43,60,44.24,30,1,False
Derrick Allen,59833 Courtney Mews_Edwardstown  OR 59091,59,18,64.37,1,5,False
Andrew Smith,6904 Wright Prairie Apt. 904_South Jamesberg  NV 89718,21,109,57.7,10,4,False
Dorothy Coleman,01722 Jackson Loop_New Robertport  AK 23160,37,109,17.79,19,1,False
Lisa Vang,344 Gutierrez Meadow_Bryantview  SD 68025,32,62,63.76,7,3,False
Miranda Miller,462 Jessica Lake Apt. 245_Morrismouth  MN 98776,41,20,45.4,24,2,True
Timothy Mcconnell,0737 Ryan Rue_South Isabel  WY 05876,36,89,12.03,14,4,True
Curtis Coleman,38411 Perkins Causeway Suite 819_Davidburgh  LA 17343,26,48,64.69,29,5,False
Zoe Jones,35985 John Mountains Apt. 871_Morrisonbury  KY 69887,57,35,88.36,22,3,False
Jeffrey French,450 Gary Lake Suite 744_Cherryshire  AS 76483,54,36,39.31,28,2,False
Jeffrey Walker,018 Lee Mountains Suite 294_Evelynton  GU 49246,52,25,37.39,25,4,False
Nancy Richardson,59948 Lloyd Courts_Port Cody  TN 31508,47,29,12.5,15,5,False
Diana Sullivan,72833 Thomas Lodge_Juanshire  MI 73501,20,42,88.63,30,4,False
Douglas Rogers,6276 Barker Trace_Smithtown  MI 42647,21,42,49.8,11,2,True
Dennis Harrington,7209 Blair Lodge_Martinbury  ND 94220,41,13,57.37,1,1,False
Shannon Shelton,0866 Tammy Avenue_South Matthewbury  VI 37461,21,70,56.23,17,3,False
Brenda Barber,499 Brenda Ridge Suite 283_Biancaton  OH 96547,53,38,59.43,26,4,True
Jason Klein,0988 Kirby Meadows_Jonesmouth  CO 56706,47,114,16.87,26,2,False
Robert Chen,12238 Russell Fall Suite 897_Lake Davidfurt  NE 14415,38,93,73.55,20,5,False
Lisa Newman,USNV Meyers_FPO AE 40332,44,9,32.41,17,3,False
Jose Santiago,900 Shelton Islands Apt. 842_Howeshire  OK 52138,30,47,45.56,3,5,True
Robert Nielsen,3214 Beasley Overpass_Freemanburgh  WV 34315,60,114,11.07,27,5,False
David Best,0398 Rebekah Canyon Suite 256_Roblesport  NC 18639,46,51,34.17,2,2,False
Brandon Greene,027 Natasha Way_New Margaret  HI 79153,56,92,89.09,14,1,False
Lindsey Silva,9118 Frank Burg_New Sarahton  MD 80128,30,25,44.74,24,1,True
Crystal Myers,252 Katie Divide Suite 956_North Amy  NE 92900,26,110,75.16,20,4,True
Heather Cook,3154 Ryan Track_New Rogerport  MO 63140,33,63,66.95,15,4,False
Gloria Andrews,5015 Daniel Views_South Paulmouth  WI 64521,31,60,33.02,1,3,False
Wanda Acosta,1371 Timothy Plaza Apt. 517_North Deannaton  FM 59555,50,111,16.89,27,3,False
